,Date,Close,Volume
0,2001-01-02,2167.5,87316.0
1,2001-01-03,2529.5,115138.0
2,2001-01-04,2486.0,94119.0
3,2001-01-05,2293.5,94688.0
4,2001-01-08,2325.0,92841.0
5,2001-01-09,2326.0,95281.0
6,2001-01-10,2441.0,117021.0
7,2001-01-11,2512.5,89111.0
8,2001-01-12,2540.0,87493.0
9,2001-01-16,2515.5,67902.0
10,2001-01-17,2581.5,83941.0
11,2001-01-18,2694.5,86897.0
12,2001-01-19,2686.5,86356.0
13,2001-01-22,2683.0,84234.0
14,2001-01-23,2745.0,78902.0
15,2001-01-24,2714.5,88366.0
16,2001-01-25,2613.5,93694.0
17,2001-01-26,2645.5,120230.0
18,2001-01-29,2705.5,60115.0
19,2001-01-30,2697.5,72285.0
20,2001-01-31,2611.0,83273.0
21,2001-02-01,2627.5,87703.0
22,2001-02-02,2488.5,81365.0
23,2001-02-05,2481.0,80322.0
24,2001-02-06,2490.0,84451.0
25,2001-02-07,2443.5,102210.0
26,2001-02-08,2368.0,91318.0
27,2001-02-09,2277.0,78085.0
28,2001-02-12,2301.5,93755.0
29,2001-02-13,2226.0,114525.0
30,2001-02-14,2316.0,126045.0
31,2001-02-15,2356.0,101437.0
32,2001-02-16,2227.5,80047.0
33,2001-02-20,2130.0,95274.0
34,2001-02-21,2070.5,126644.0
35,2001-02-22,2051.5,139936.0
36,2001-02-23,2056.5,122106.0
37,2001-02-26,2100.0,103234.0
38,2001-02-27,1969.0,103481.0
39,2001-02-28,1913.0,129261.0
40,2001-03-01,1960.0,122010.0
41,2001-03-02,1876.5,135910.0
42,2001-03-05,1912.0,102431.0
43,2001-03-06,1985.5,105735.0
44,2001-03-07,1988.5,106366.0
45,2001-03-08,1946.0,16525.0
46,2001-03-09,1811.0,6123.0
47,2001-03-12,1691.0,5361.0
48,2001-03-13,1783.0,6791.0
49,2001-03-14,1752.5,5325.0
50,2001-03-15,1689.0,2782.0
51,2001-03-16,1663.949951,111003.0
52,2001-03-19,1756.5,104832.0
53,2001-03-20,1637.0,121655.0
54,2001-03-21,1636.0,139869.0
55,2001-03-22,1720.0,154292.0
56,2001-03-23,1734.0,119687.0
57,2001-03-26,1698.5,94945.0
58,2001-03-27,1753.5,124465.0
59,2001-03-28,1610.0,111032.0
60,2001-03-29,1580.0,114157.0
61,2001-03-30,1588.0,100139.0
62,2001-04-02,1517.0,107903.0
63,2001-04-03,1405.0,132338.0
64,2001-04-04,1379.5,141811.0
65,2001-04-05,1514.5,132812.0
66,2001-04-06,1467.0,141183.0
67,2001-04-09,1499.5,157636.0
68,2001-04-10,1611.0,153576.0
69,2001-04-11,1658.0,153576.0
70,2001-04-12,1730.0,157692.0
71,2001-04-16,1628.0,143296.0
72,2001-04-17,1672.5,166390.0
73,2001-04-18,1839.5,161884.0
74,2001-04-19,1953.5,172050.0
75,2001-04-20,1953.5,153903.0
76,2001-04-23,1819.0,136171.0
77,2001-04-24,1791.0,163297.0
78,2001-04-25,1824.0,156354.0
79,2001-04-26,1774.0,138764.0
80,2001-04-27,1823.0,112254.0
81,2001-04-30,1866.5,140116.0
82,2001-05-01,1939.0,156839.0
83,2001-05-02,1974.0,131730.0
84,2001-05-03,1885.5,131730.0
85,2001-05-04,1940.5,149742.0
86,2001-05-07,1903.0,131574.0
87,2001-05-08,1942.5,130393.0
88,2001-05-09,1876.0,141496.0
89,2001-05-10,1842.5,139442.0
90,2001-05-11,1834.5,101970.0
91,2001-05-14,1808.0,81594.0
92,2001-05-15,1817.5,126973.0
93,2001-05-16,1897.0,165897.0
94,2001-05-17,1925.5,148694.0
95,2001-05-18,1934.0,108394.0
96,2001-05-21,2052.0,151209.0
97,2001-05-22,2048.5,151169.0
98,2001-05-23,1958.0,129466.0
99,2001-05-24,2003.0,74965.0
100,2001-05-25,1968.5,74965.0
101,2001-05-29,1856.5,74965.0
102,2001-05-30,1785.5,147992.0
103,2001-05-31,1798.5,144389.0
104,2001-06-01,1851.5,116615.0
105,2001-06-04,1842.0,112673.0
106,2001-06-05,1923.0,122118.0
107,2001-06-06,1908.0,146330.0
108,2001-06-07,1956.0,20545.0
109,2001-06-08,1902.5,5921.0
110,2001-06-11,1850.5,3723.0
111,2001-06-12,1842.0,2642.0
112,2001-06-13,1788.5,3945.0
113,2001-06-14,1692.5,3260.0
114,2001-06-15,1678.0100100000002,150511.0
115,2001-06-18,1702.5,159397.0
116,2001-06-19,1696.0,160005.0
117,2001-06-20,1734.0,168512.0
118,2001-06-21,1757.5,164989.0
119,2001-06-22,1753.0,125504.0
120,2001-06-25,1757.0,118999.0
121,2001-06-26,1765.5,132063.0
122,2001-06-27,1772.0,121997.0
123,2001-06-28,1799.0,159969.0
124,2001-06-29,1855.0,118432.0
125,2001-07-02,1842.5,53574.0
126,2001-07-03,1845.5,53574.0
127,2001-07-05,1758.0,70308.0
128,2001-07-06,1683.5,115297.0
129,2001-07-09,1700.0,130755.0
130,2001-07-10,1638.0,138784.0
