,Date,Close,Volume
0,2000-01-03,1455.219971,931800000
1,2000-01-04,1399.420044,1009000000
2,2000-01-05,1402.109985,1085500000
3,2000-01-06,1403.449951,1092300000
4,2000-01-07,1441.469971,1225200000
5,2000-01-10,1457.599976,1064800000
6,2000-01-11,1438.560059,1014000000
7,2000-01-12,1432.25,974600000
8,2000-01-13,1449.680054,1030400000
9,2000-01-14,1465.150024,1085900000
10,2000-01-18,1455.140015,1056700000
11,2000-01-19,1455.900024,1087800000
12,2000-01-20,1445.569946,1100700000
13,2000-01-21,1441.359985,1209800000
14,2000-01-24,1401.530029,1115800000
15,2000-01-25,1410.030029,1073700000
16,2000-01-26,1404.089966,1117300000
17,2000-01-27,1398.560059,1129500000
18,2000-01-28,1360.160034,1095800000
19,2000-01-31,1394.459961,993800000
20,2000-02-01,1409.280029,981000000
21,2000-02-02,1409.119995,1038600000
22,2000-02-03,1424.969971,1146500000
23,2000-02-04,1424.369995,1045100000
24,2000-02-07,1424.23999,918100000
25,2000-02-08,1441.719971,1047700000
26,2000-02-09,1411.709961,1050500000
27,2000-02-10,1416.829956,1058800000
28,2000-02-11,1387.119995,1025700000
29,2000-02-14,1389.939941,927300000
30,2000-02-15,1402.050049,1092100000
31,2000-02-16,1387.670044,1018800000
32,2000-02-17,1388.26001,1034800000
33,2000-02-18,1346.089966,1042300000
34,2000-02-22,1352.170044,980000000
35,2000-02-23,1360.689941,993700000
36,2000-02-24,1353.430054,1215000000
37,2000-02-25,1333.359985,1065200000
38,2000-02-28,1348.050049,1026500000
39,2000-02-29,1366.420044,1204300000
40,2000-03-01,1379.189941,1274100000
41,2000-03-02,1381.76001,1198600000
42,2000-03-03,1409.170044,1150300000
43,2000-03-06,1391.280029,1029000000
44,2000-03-07,1355.619995,1314100000
45,2000-03-08,1366.699951,1203000000
46,2000-03-09,1401.689941,1123000000
47,2000-03-10,1395.069946,1138800000
48,2000-03-13,1383.619995,1016100000
49,2000-03-14,1359.150024,1094000000
50,2000-03-15,1392.140015,1302800000
51,2000-03-16,1458.469971,1482300000
52,2000-03-17,1464.469971,1295100000
53,2000-03-20,1456.630005,920800000
54,2000-03-21,1493.869995,1065900000
55,2000-03-22,1500.640015,1075000000
56,2000-03-23,1527.349976,1078300000
57,2000-03-24,1527.459961,1052200000
58,2000-03-27,1523.859985,901000000
59,2000-03-28,1507.72998,959100000
60,2000-03-29,1508.52002,1061900000
61,2000-03-30,1487.920044,1193400000
62,2000-03-31,1498.579956,1227400000
63,2000-04-03,1505.969971,1021700000
64,2000-04-04,1494.72998,1515460000
65,2000-04-05,1487.369995,1110300000
66,2000-04-06,1501.339966,1008000000
67,2000-04-07,1516.349976,891600000
68,2000-04-10,1504.459961,853700000
69,2000-04-11,1500.589966,971400000
70,2000-04-12,1467.170044,1175900000
71,2000-04-13,1440.51001,1032000000
72,2000-04-14,1356.560059,1279700000
73,2000-04-17,1401.439941,1204700000
74,2000-04-18,1441.609985,1109400000
75,2000-04-19,1427.469971,1001400000
76,2000-04-20,1434.540039,896200000
77,2000-04-24,1429.859985,868700000
78,2000-04-25,1477.439941,1071100000
79,2000-04-26,1460.98999,999600000
80,2000-04-27,1464.920044,1111000000
81,2000-04-28,1452.430054,984600000
82,2000-05-01,1468.25,966300000
83,2000-05-02,1446.290039,1011500000
84,2000-05-03,1415.099976,991600000
85,2000-05-04,1409.569946,925800000
86,2000-05-05,1432.630005,805500000
87,2000-05-08,1424.170044,787600000
88,2000-05-09,1412.140015,896600000
89,2000-05-10,1383.050049,1006400000
90,2000-05-11,1407.810059,953600000
91,2000-05-12,1420.959961,858200000
92,2000-05-15,1452.359985,854600000
93,2000-05-16,1466.040039,955500000
94,2000-05-17,1447.800049,820500000
95,2000-05-18,1437.209961,807900000
96,2000-05-19,1406.949951,853700000
97,2000-05-22,1400.719971,869000000
98,2000-05-23,1373.859985,869900000
99,2000-05-24,1399.050049,1152300000
100,2000-05-25,1381.52002,984500000
101,2000-05-26,1378.02002,722600000
102,2000-05-30,1422.449951,844200000
103,2000-05-31,1420.599976,960500000
104,2000-06-01,1448.810059,960100000
105,2000-06-02,1477.26001,1162400000
106,2000-06-05,1467.630005,838600000
107,2000-06-06,1457.839966,950100000
108,2000-06-07,1471.359985,854600000
109,2000-06-08,1461.670044,854300000
110,2000-06-09,1456.949951,786000000
111,2000-06-12,1446.0,774100000
112,2000-06-13,1469.439941,935900000
113,2000-06-14,1470.540039,929700000
114,2000-06-15,1478.72998,1011400000
115,2000-06-16,1464.459961,1250800000
116,2000-06-19,1486.0,921700000
117,2000-06-20,1475.949951,1031500000
118,2000-06-21,1479.130005,1009600000
119,2000-06-22,1452.180054,1022700000
120,2000-06-23,1441.47998,847600000
121,2000-06-26,1455.310059,889000000
122,2000-06-27,1450.550049,1042500000
123,2000-06-28,1454.819946,1095100000
124,2000-06-29,1442.390015,1110900000
125,2000-06-30,1454.599976,1459700000
126,2000-07-03,1469.540039,451900000
127,2000-07-05,1446.22998,1019300000
128,2000-07-06,1456.670044,947300000
129,2000-07-07,1478.900024,931700000
130,2000-07-10,1475.619995,838700000
131,2000-07-11,1480.880005,980500000
132,2000-07-12,1492.920044,1001200000
133,2000-07-13,1495.839966,1026800000
134,2000-07-14,1509.97998,960600000
135,2000-07-17,1510.48999,906000000
136,2000-07-18,1493.73999,908300000
137,2000-07-19,1481.959961,909400000
138,2000-07-20,1495.569946,1064600000
139,2000-07-21,1480.189941,968300000
140,2000-07-24,1464.290039,880300000
141,2000-07-25,1474.469971,969400000
142,2000-07-26,1452.420044,1235800000
143,2000-07-27,1449.619995,1156400000
144,2000-07-28,1419.890015,980000000
145,2000-07-31,1430.829956,952600000
146,2000-08-01,1438.099976,938700000
147,2000-08-02,1438.699951,994500000
148,2000-08-03,1452.560059,1095600000
149,2000-08-04,1462.930054,956000000
150,2000-08-07,1479.319946,854800000
151,2000-08-08,1482.800049,992200000
152,2000-08-09,1472.869995,1054000000
153,2000-08-10,1460.25,940800000
154,2000-08-11,1471.839966,835500000
155,2000-08-14,1491.560059,783800000
156,2000-08-15,1484.430054,895900000
157,2000-08-16,1479.849976,929800000
158,2000-08-17,1496.069946,922400000
159,2000-08-18,1491.719971,821400000
160,2000-08-21,1499.47998,731600000
161,2000-08-22,1498.130005,818800000
162,2000-08-23,1505.969971,871000000
163,2000-08-24,1508.310059,837100000
164,2000-08-25,1506.449951,685600000
165,2000-08-28,1514.089966,733600000
166,2000-08-29,1509.839966,795600000
167,2000-08-30,1502.589966,818400000
168,2000-08-31,1517.680054,1056600000
169,2000-09-01,1520.77002,767700000
170,2000-09-05,1507.079956,838500000
171,2000-09-06,1492.25,995100000
172,2000-09-07,1502.51001,985500000
173,2000-09-08,1494.5,961000000
174,2000-09-11,1489.26001,899300000
175,2000-09-12,1481.98999,991200000
176,2000-09-13,1484.910034,1068300000
177,2000-09-14,1480.869995,1014000000
178,2000-09-15,1465.810059,1268400000
179,2000-09-18,1444.51001,962500000
180,2000-09-19,1459.900024,1024900000
181,2000-09-20,1451.339966,1104000000
182,2000-09-21,1449.050049,1105400000
183,2000-09-22,1448.719971,1185500000
184,2000-09-25,1439.030029,982400000
185,2000-09-26,1427.209961,1106600000
186,2000-09-27,1426.569946,1174700000
187,2000-09-28,1458.290039,1206200000
188,2000-09-29,1436.51001,1197100000
189,2000-10-02,1436.22998,1051200000
190,2000-10-03,1426.459961,1098100000
191,2000-10-04,1434.319946,1167400000
192,2000-10-05,1436.280029,1176100000
193,2000-10-06,1408.98999,1150100000
194,2000-10-09,1402.030029,716600000
195,2000-10-10,1387.02002,1044000000
196,2000-10-11,1364.589966,1387500000
197,2000-10-12,1329.780029,1388600000
198,2000-10-13,1374.170044,1223900000
199,2000-10-16,1374.619995,1005400000
200,2000-10-17,1349.969971,1161500000
201,2000-10-18,1342.130005,1441700000
202,2000-10-19,1388.76001,1297900000
203,2000-10-20,1396.930054,1177400000
204,2000-10-23,1395.780029,1046800000
205,2000-10-24,1398.130005,1158600000
206,2000-10-25,1364.900024,1315600000
207,2000-10-26,1364.439941,1303800000
208,2000-10-27,1379.579956,1086300000
209,2000-10-30,1398.660034,1186500000
210,2000-10-31,1429.400024,1366400000
211,2000-11-01,1421.219971,1206800000
212,2000-11-02,1428.319946,1167700000
213,2000-11-03,1426.689941,997700000
214,2000-11-06,1432.189941,930900000
215,2000-11-07,1431.869995,880900000
216,2000-11-08,1409.280029,909300000
217,2000-11-09,1400.140015,1111000000
218,2000-11-10,1365.97998,962500000
219,2000-11-13,1351.26001,1129300000
220,2000-11-14,1382.949951,1118800000
221,2000-11-15,1389.810059,1066800000
222,2000-11-16,1372.319946,956300000
223,2000-11-17,1367.719971,1070400000
224,2000-11-20,1342.619995,955800000
225,2000-11-21,1347.349976,1137100000
226,2000-11-22,1322.359985,963200000
227,2000-11-24,1341.77002,404870000
228,2000-11-27,1348.969971,946100000
