idx,RSI
1909,56.33
1910,50.16
1911,46.23
1912,50.86
1913,38.79
1914,30.63
1915,36.95
1916,34.22
1917,34.57
1918,24.65
1919,48.03
1920,49.78
1921,57.22
1922,67.57
1923,59.52
1924,68.81
1925,58.01
1926,61.02
1927,65.79
1928,53.06
1929,55.36
1930,39.76
1931,42.25
1932,61.54
1933,50.13
1934,59.25
1935,54.68
1936,47.34
1937,70.75
1938,71.25
1939,87.86
1940,88.39
1941,78.8
1942,81.01
1943,80.16
1944,80.6
1945,82.95
1946,78.88
1947,70.44
1948,66.86
1949,64.01
1950,76.44
1951,72.72
1952,73.69
1953,62.64
1954,58.51
1955,50.47
1956,45.24
1957,45.75
1958,43.83
1959,34.59
1960,21.62
1961,14.57
1962,26.78
1963,28.87
1964,21.14
1965,38.22
1966,47.15
1967,43.79
1968,52.19
1969,52.45
1970,51.53
1971,42.27
1972,49.27
1973,36.05
1974,28.07
1975,20.28
1976,20.61
1977,29.93
1978,36.69
1979,32.16
1980,36.66
1981,26.19
1982,37.57
1983,32.61
1984,47.62
1985,41.77
1986,37.36
1987,51.79
1988,56.57
1989,56.38
1990,63.02
1991,58.63
1992,73.63
1993,73.5
1994,89.1
1995,87.88
1996,57.33
1997,58.14
1998,57.46
1999,51.15
2000,46.63
2001,40.14
2002,27.76
2003,30.22
2004,37.01
2005,56.75
2006,54.69
2007,41.9
2008,51.61
2009,56.65
2010,39.41
2011,41.42
2012,29.67
2013,16.06
2014,4.54
2015,16.03
2016,27.53
2017,22.23
2018,33.08
2019,31.84
2020,30.53
2021,29.55
2022,27.24
2023,29.26
2024,35.84
2025,35.47
2026,37.19
2027,37.38
2028,49.25
2029,49.16
2030,69.11
2031,74.43
2032,75.58
2033,49.82
2034,43.27
2035,51.66
2036,40.74
2037,38.56
2038,46.97
2039,45.61
2040,34.74
2041,37.2
2042,54.73
2043,64.43
2044,52.11
2045,60.87
2046,65.78
2047,65.16
2048,58.28
2049,62.91
2050,46.22
2051,46.37
2052,39.67
2053,48.43
2054,33.77
2055,16.41
2056,4.83
2057,31.51
2058,32.99
2059,44.55
2060,38.11
2061,40.49
2062,54.17
2063,51.71
2064,62.69
2065,71.54
2066,62.73
2067,60.15
2068,54.82
2069,58.75
2070,59.43
2071,58.65
2072,70.13
2073,62.98
2074,53.58
2075,54.77
2076,60.07
2077,66.26
2078,77.69
2079,53.59
2080,14.91
2081,26.16
2082,49.55
2083,50.75
2084,62.25
2085,63.01
2086,59.54
2087,59.07
2088,81.59
2089,84.77
2090,81.52
2091,68.0
2092,66.6
2093,64.28
2094,69.89
2095,71.87
2096,72.27
2097,47.53
2098,48.23
2099,42.22
2100,52.46
2101,50.65
2102,43.1
2103,46.17
2104,51.12
2105,50.48
2106,50.95
2107,35.72
2108,42.79
2109,26.64
2110,33.76
2111,32.17
2112,28.65
2113,28.57
2114,21.08
2115,23.64
2116,32.23
2117,48.65
2118,36.91
2119,37.02
2120,34.73
2121,25.55
2122,29.31
2123,42.02
2124,44.28
2125,40.9
2126,25.67
2127,41.07
2128,27.48
2129,26.76
2130,32.54
2131,27.66
2132,4.13
2133,3.85
2134,4.69
2135,9.33
2136,4.33
2137,14.5
2138,13.53
2139,27.82
2140,22.0
2141,37.67
2142,36.79
2143,34.85
2144,29.69
