idx,RSI
1406,40.4
1407,49.92
1408,37.89
1409,11.65
1410,11.55
1411,8.53
1412,15.9
1413,19.13
1414,19.33
1415,18.78
1416,33.0
1417,40.0
1418,53.03
1419,61.4
1420,69.16
1421,65.53
1422,51.21
1423,62.85
1424,74.59
1425,61.11
1426,54.87
1427,48.55
1428,50.22
1429,36.62
1430,37.04
1431,54.85
1432,66.85
1433,73.81
1434,77.98
1435,89.1
1436,83.93
1437,82.06
1438,75.91
1439,76.23
1440,76.08
1441,67.54
1442,49.77
1443,55.42
1444,48.23
1445,73.16
1446,78.61
1447,95.15
1448,61.64
1449,54.49
1450,50.33
1451,54.49
1452,64.24
1453,67.91
1454,66.28
1455,69.28
1456,69.77
1457,82.8
1458,91.34
1459,84.39
1460,73.37
1461,71.77
1462,71.58
1463,72.01
1464,65.38
1465,59.74
1466,52.27
1467,44.74
1468,65.13
1469,75.26
1470,67.77
1471,66.22
1472,64.8
1473,68.64
1474,77.33
1475,98.16
1476,98.08
1477,68.94
1478,59.57
1479,65.12
1480,59.93
1481,66.85
1482,60.21
1483,54.57
1484,57.58
1485,45.58
1486,58.73
1487,64.57
1488,48.42
1489,48.97
1490,39.28
1491,54.91
1492,55.01
1493,53.99
1494,59.55
1495,60.54
1496,63.82
1497,84.84
1498,87.58
1499,90.55
1500,85.1
1501,83.43
1502,82.28
1503,95.67
1504,94.24
1505,52.67
1506,41.62
1507,47.01
1508,40.77
1509,36.73
1510,46.49
1511,46.61
1512,39.4
1513,32.26
1514,53.59
1515,56.28
1516,43.03
1517,45.56
1518,59.56
1519,53.65
1520,51.6
1521,51.05
1522,64.03
1523,49.52
1524,32.78
1525,45.51
1526,46.59
1527,30.54
1528,23.72
1529,27.62
1530,54.64
1531,49.77
1532,59.1
1533,77.03
1534,80.35
1535,82.05
1536,87.26
1537,82.63
1538,73.18
1539,47.71
1540,53.8
1541,45.66
1542,40.82
1543,42.72
1544,29.26
1545,20.46
1546,25.62
1547,29.92
1548,48.37
1549,48.49
1550,57.69
1551,59.84
1552,41.33
1553,75.1
1554,90.48
1555,53.87
1556,47.62
1557,45.72
1558,59.56
1559,61.18
1560,60.05
1561,64.97
1562,60.34
1563,64.44
1564,78.38
1565,78.17
1566,36.58
1567,31.85
1568,26.71
1569,22.7
1570,16.4
1571,26.48
1572,22.1
1573,29.15
1574,29.21
1575,52.6
1576,36.93
1577,47.27
1578,56.24
1579,62.27
1580,63.02
1581,69.18
1582,72.24
1583,72.47
1584,67.31
1585,86.58
1586,77.56
1587,67.77
1588,65.89
1589,54.9
1590,48.7
1591,43.49
1592,50.32
1593,60.63
1594,53.77
1595,63.05
1596,65.96
1597,73.87
1598,74.26
1599,79.05
1600,73.58
1601,68.35
1602,64.66
1603,74.06
1604,72.33
1605,93.89
1606,94.61
1607,95.14
1608,93.98
1609,65.0
1610,70.27
1611,73.75
1612,72.22
1613,72.64
1614,69.21
1615,57.93
1616,54.65
1617,39.02
1618,67.61
1619,55.44
1620,42.08
1621,47.53
1622,42.08
1623,49.61
1624,53.89
1625,52.95
1626,59.92
1627,38.51
1628,48.65
1629,59.47
1630,58.87
1631,67.72
1632,62.86
1633,60.57
1634,58.4
1635,51.77
1636,50.23
1637,56.43
1638,49.56
1639,36.79
1640,41.67
1641,47.76
1642,53.39
1643,59.26
1644,67.85
1645,73.94
1646,72.21
1647,64.96
1648,67.46
1649,54.97
1650,59.8
1651,53.23
1652,44.72
1653,52.01
1654,69.14
1655,67.4
1656,78.27
1657,71.89
1658,85.44
1659,84.84
1660,86.45
1661,86.56
1662,86.15
1663,81.59
1664,80.54
1665,72.86
1666,85.14
1667,58.16
1668,44.41
1669,23.65
1670,15.45
1671,25.98
1672,19.52
1673,23.21
1674,31.67
1675,26.64
1676,36.82
1677,39.48
1678,49.75
1679,46.61
1680,37.26
1681,49.26
1682,40.11
1683,29.54
1684,31.92
1685,35.5
1686,33.86
1687,32.94
1688,49.88
