idx,RSI
1508,58.3
1509,61.96
1510,59.77
1511,64.13
1512,66.41
1513,80.79
1514,81.76
1515,75.91
1516,84.81
1517,67.38
1518,55.45
1519,62.02
1520,29.92
1521,27.02
1522,30.93
1523,24.37
1524,39.56
1525,47.09
1526,51.77
1527,51.68
1528,47.82
1529,59.91
1530,50.2
1531,48.15
1532,41.42
1533,43.11
1534,30.59
1535,32.86
1536,33.48
1537,44.45
1538,58.29
1539,71.92
1540,68.84
1541,76.68
1542,76.12
1543,71.93
1544,71.11
1545,79.1
1546,54.71
1547,59.27
1548,49.78
1549,49.99
1550,45.88
1551,33.41
1552,40.36
1553,33.75
1554,38.94
1555,53.72
1556,56.31
1557,63.12
1558,66.99
1559,81.35
1560,81.73
1561,68.29
1562,81.04
1563,71.53
1564,70.64
1565,56.15
1566,36.56
1567,47.21
1568,42.13
1569,39.3
1570,50.68
1571,51.03
1572,60.9
1573,56.53
1574,44.81
1575,53.29
1576,34.29
1577,38.07
1578,43.81
1579,36.81
1580,51.1
1581,48.6
1582,52.12
1583,68.01
1584,62.52
1585,67.98
1586,69.51
1587,71.63
1588,78.26
1589,46.29
1590,54.89
1591,45.5
1592,51.18
1593,67.17
1594,74.84
1595,72.97
1596,66.04
1597,45.88
1598,39.47
1599,34.78
1600,36.36
1601,22.57
1602,5.24
1603,11.86
1604,10.6
1605,10.19
1606,15.33
1607,36.48
1608,40.03
1609,32.07
1610,49.85
1611,64.0
1612,62.82
1613,51.6
1614,53.76
1615,48.82
1616,41.67
1617,34.19
1618,36.44
1619,23.09
1620,13.83
1621,34.06
1622,41.64
1623,37.14
1624,40.52
1625,46.98
1626,46.5
1627,54.3
1628,68.07
1629,55.77
1630,41.54
1631,62.96
1632,70.44
1633,73.99
1634,61.59
1635,68.42
1636,62.37
1637,60.41
1638,72.35
1639,57.74
1640,28.4
1641,27.1
1642,15.35
1643,21.16
1644,40.95
1645,39.89
1646,34.61
1647,44.43
1648,55.27
1649,65.99
1650,66.7
1651,73.32
1652,71.17
1653,57.24
1654,69.48
1655,80.01
1656,69.67
1657,58.1
1658,53.32
1659,52.95
1660,40.93
1661,37.7
1662,46.24
1663,58.7
1664,64.05
1665,66.45
1666,73.56
1667,72.92
1668,81.26
1669,70.16
1670,79.01
1671,76.86
1672,70.58
1673,63.82
1674,62.71
1675,52.74
1676,72.34
1677,73.18
1678,59.49
1679,47.54
1680,54.22
1681,47.15
1682,58.67
1683,61.7
1684,61.43
1685,58.53
1686,57.93
1687,71.45
1688,87.25
1689,71.68
1690,66.32
1691,64.91
1692,68.38
1693,71.07
1694,70.4
1695,65.09
1696,63.79
1697,59.96
1698,79.9
1699,85.88
1700,75.46
1701,69.5
1702,71.46
1703,63.7
1704,76.85
1705,85.36
1706,85.55
1707,68.19
1708,67.09
1709,75.3
1710,75.7
1711,79.09
1712,86.62
1713,82.96
1714,85.04
1715,59.91
1716,68.58
1717,67.04
1718,50.95
1719,48.55
1720,33.28
1721,52.26
1722,50.6
1723,46.46
1724,51.15
1725,53.3
1726,56.68
1727,76.91
1728,79.18
1729,85.29
1730,79.59
1731,76.09
1732,75.68
1733,97.6
1734,81.59
1735,47.39
1736,42.47
1737,52.77
1738,50.86
1739,45.76
1740,56.66
1741,58.78
1742,55.11
1743,54.72
1744,77.52
1745,76.8
1746,65.97
1747,66.41
1748,80.83
1749,75.05
1750,61.08
1751,67.55
1752,75.02
1753,62.04
1754,47.11
1755,56.05
1756,63.0
1757,49.1
1758,40.67
1759,43.35
1760,41.59
1761,36.03
1762,44.24
1763,51.66
1764,47.24
1765,45.83
1766,57.32
1767,69.04
1768,69.86
1769,60.62
1770,81.21
1771,63.4
1772,68.89
1773,74.57
1774,50.07
1775,42.01
1776,39.54
1777,48.52
1778,58.99
1779,61.1
1780,69.73
1781,65.62
1782,57.92
1783,86.81
1784,86.83
1785,69.75
1786,55.6
1787,57.15
1788,60.29
1789,59.46
1790,59.63
1791,62.29
1792,58.0
1793,58.57
1794,65.62
1795,70.43
1796,21.23
1797,17.83
1798,15.38
1799,12.93
1800,7.69
1801,24.15
1802,23.72
1803,30.63
1804,31.6
1805,54.73
1806,35.67
1807,42.47
1808,52.68
1809,57.32
1810,54.08
1811,60.91
1812,66.39
1813,65.75
1814,64.98
1815,91.81
1816,79.23
1817,66.17
1818,73.07
1819,64.76
1820,61.63
1821,52.87
1822,54.96
1823,57.42
1824,56.97
1825,71.56
1826,74.58
1827,76.52
1828,81.34
1829,84.85
1830,81.95
1831,81.75
1832,77.21
1833,81.88
1834,76.26
1835,89.22
1836,90.33
1837,87.53
1838,82.29
1839,61.25
1840,63.45
1841,71.29
1842,67.34
1843,73.82
1844,76.35
1845,64.67
1846,70.09
1847,48.05
1848,66.96
1849,62.39
1850,54.37
1851,58.79
1852,55.49
1853,59.33
1854,62.12
1855,58.51
1856,81.73
1857,51.7
1858,61.55
1859,65.42
1860,64.88
1861,66.84
1862,63.93
1863,64.29
1864,56.04
1865,46.41
1866,39.52
1867,45.46
1868,44.89
1869,29.75
1870,43.46
1871,44.23
1872,47.45
1873,50.04
1874,57.73
1875,61.08
1876,57.87
1877,47.03
1878,52.39
1879,35.98
1880,40.49
1881,32.59
1882,32.38
1883,42.25
1884,57.85
1885,52.37
1886,76.2
1887,84.25
1888,62.92
1889,60.04
1890,73.28
1891,76.54
1892,68.92
1893,66.5
1894,63.51
1895,64.37
1896,51.17
1897,69.16
1898,46.29
1899,31.96
1900,19.01
1901,16.06
1902,24.55
1903,22.23
1904,23.92
1905,30.0
1906,20.89
1907,38.61
1908,39.25
1909,54.17
1910,48.52
1911,44.49
1912,49.29
1913,39.21
1914,33.24
1915,43.23
1916,43.25
1917,39.77
1918,31.08
1919,55.2
1920,54.15
1921,60.77
1922,68.46
1923,60.38
1924,67.45
1925,54.8
1926,60.32
1927,63.94
1928,52.71
1929,55.13
1930,42.16
1931,45.1
1932,64.04
1933,53.61
1934,61.51
1935,55.22
1936,42.94
1937,70.4
1938,71.14
1939,81.15
1940,83.72
1941,73.58
1942,73.17
1943,71.99
1944,73.57
1945,75.82
1946,68.38
1947,63.47
1948,66.78
1949,64.65
1950,80.63
1951,75.43
1952,76.88
1953,72.01
1954,68.67
1955,62.07
1956,51.41
1957,49.31
1958,48.95
1959,36.07
1960,23.3
1961,17.47
1962,28.77
1963,30.07
1964,23.88
1965,43.18
1966,51.3
1967,44.96
1968,53.92
1969,53.25
1970,51.44
1971,42.06
1972,51.77
1973,38.41
1974,29.45
1975,23.16
1976,22.53
1977,32.08
1978,38.19
1979,33.61
1980,37.84
1981,26.6
1982,37.84
1983,32.92
1984,46.23
1985,41.66
1986,34.53
1987,49.61
1988,55.09
1989,56.02
1990,61.55
1991,56.69
1992,69.85
1993,69.57
1994,84.92
1995,83.8
1996,53.39
1997,56.22
1998,52.89
1999,48.38
2000,44.37
2001,39.04
2002,26.7
2003,31.6
2004,38.26
2005,58.72
2006,55.53
2007,44.93
2008,55.2
2009,62.55
2010,46.15
2011,47.07
2012,31.06
2013,18.45
2014,6.53
2015,18.37
2016,28.44
2017,23.62
2018,32.85
2019,30.06
2020,28.72
2021,28.01
2022,24.97
2023,26.62
2024,30.36
2025,31.23
2026,30.87
2027,33.79
2028,44.35
2029,44.7
2030,65.44
2031,72.58
2032,72.62
2033,49.43
2034,42.38
2035,52.0
2036,41.87
2037,41.66
2038,47.56
2039,45.89
2040,33.29
2041,37.75
2042,57.32
2043,70.0
2044,53.09
2045,61.37
2046,65.3
2047,65.22
2048,57.16
2049,61.27
2050,41.89
2051,42.66
2052,35.17
2053,45.66
2054,29.76
2055,15.21
2056,6.22
2057,32.46
2058,32.55
2059,44.53
2060,36.92
2061,35.42
2062,49.32
2063,48.67
2064,57.46
2065,65.76
2066,58.15
2067,58.15
2068,52.48
2069,57.11
2070,62.37
2071,60.98
2072,73.04
2073,66.5
2074,60.12
2075,59.74
2076,62.78
2077,65.75
2078,76.13
2079,54.73
2080,17.3
2081,25.47
2082,47.6
2083,47.47
2084,57.52
2085,59.97
2086,59.35
2087,58.6
2088,79.85
2089,85.36
2090,83.07
2091,69.06
2092,63.66
2093,63.15
2094,67.22
2095,72.91
2096,75.33
2097,52.03
2098,49.91
2099,45.81
2100,55.94
2101,58.59
2102,49.59
2103,55.16
2104,60.02
2105,55.26
2106,65.51
2107,45.89
